course_id,published_timestamp
1073430,2017-02-13T23:21:49Z
834606,2016-05-11T18:15:50Z
629060,2015-10-04T18:43:16Z
698278,2016-02-04T17:03:14Z
975414,2016-10-06T15:10:38Z
112296,2013-11-13T11:08:51Z
536166,2015-07-01T16:25:45Z
718338,2016-01-14T23:03:31Z
996612,2016-12-01T17:36:07Z
941120,2016-09-02T22:19:00Z
498488,2015-05-26T20:48:48Z
364566,2014-12-06T16:34:03Z
600316,2015-09-28T18:51:08Z
1136912,2017-04-06T00:39:12Z
239416,2014-09-03T07:58:05Z
722274,2016-06-14T19:11:45Z
201942,2014-04-23T02:27:31Z
355798,2014-11-28T05:56:37Z
702800,2016-01-16T02:52:22Z
425126,2015-02-19T22:08:53Z
1013838,2016-12-31T02:59:33Z
867682,2016-08-24T18:29:34Z
239268,2015-01-30T08:19:51Z
361286,2014-12-17T14:24:15Z
1036456,2017-05-09T22:19:30Z
617976,2015-11-18T00:08:44Z
196620,2014-04-11T22:03:10Z
667332,2016-01-22T18:47:07Z
639126,2015-11-10T00:22:05Z
53211,2013-07-23T20:45:33Z
212952,2014-06-23T02:24:31Z
1151398,2017-03-31T22:44:53Z
1016420,2016-11-20T22:34:45Z
1178820,2017-04-25T07:06:14Z
881778,2016-07-07T18:16:41Z
173462,2014-03-03T09:52:27Z
648174,2016-06-13T19:07:19Z
517466,2015-07-29T19:08:33Z
304422,2014-09-22T04:57:47Z
177214,2014-03-06T09:12:15Z
73898,2013-08-12T13:21:26Z
671548,2016-01-07T17:48:25Z
504620,2015-08-21T18:36:25Z
98706,2013-10-03T17:44:22Z
364428,2014-12-06T07:44:46Z
560472,2015-07-22T20:56:34Z
682986,2015-11-30T22:38:49Z
270844,2014-10-03T12:31:06Z
507600,2015-05-26T17:15:13Z
363078,2014-12-05T09:23:16Z
933394,2017-02-05T16:14:41Z
1090408,2017-02-03T22:15:55Z
707688,2016-02-08T16:30:15Z
544176,2015-07-19T17:41:41Z
392478,2015-03-15T20:29:17Z
613422,2015-09-16T18:29:12Z
316750,2015-05-13T22:54:25Z
884658,2016-07-28T00:32:48Z
735550,2016-01-27T17:51:25Z
770486,2016-03-18T15:51:49Z
543212,2015-07-07T20:37:59Z
804298,2016-03-29T19:40:05Z
707054,2015-12-29T17:15:32Z
964828,2016-12-14T22:45:02Z
298522,2014-11-08T18:50:53Z
1196728,2017-05-01T23:42:52Z
255170,2014-07-04T00:45:03Z
40670,2013-06-07T17:07:48Z
737832,2016-01-24T23:09:17Z
240256,2014-11-30T19:52:37Z
931626,2016-08-17T20:24:38Z
663022,2016-01-27T18:40:25Z
1196816,2017-05-02T05:53:56Z
202290,2014-06-08T14:46:02Z
690546,2015-12-07T18:36:33Z
560218,2015-08-16T22:26:02Z
253810,2014-10-03T12:29:41Z
420926,2015-02-26T08:48:32Z
382824,2015-01-02T10:18:52Z
73046,2013-08-05T16:03:22Z
73860,2013-10-26T12:54:58Z
191588,2014-05-07T12:48:04Z
665866,2015-11-12T21:51:19Z
73068,2013-08-12T11:10:42Z
252950,2014-06-30T09:21:49Z
760990,2016-02-13T03:19:09Z
874312,2016-06-13T14:39:21Z
373716,2014-12-19T08:49:47Z
1275790,2017-07-04T18:08:01Z
836926,2016-05-03T18:23:01Z
1131122,2017-03-02T00:58:36Z
595258,2016-02-25T21:48:39Z
1269590,2017-06-29T20:18:19Z
